"id";"cpuPercent";"cpuFreq";"ramPercent";"ramBytes";"discoPercent";"discoBytes";"downloadMbps";"uploadMbps";"dataHora"
93;16.1;2304.0;83.0;6968336384.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
94;11.8;2304.0;83.0;6971219968.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
95;23.1;2304.0;83.0;6972960768.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
96;13.6;2304.0;83.0;6975696896.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
97;20.0;2304.0;83.0;6979891200.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
98;26.3;2304.0;83.0;6984503296.0;41.0;211108446208.0;724.54;33.61;"2025-04-09 12:54:06"
99;55.0;2304.0;83.0;6991024128.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
100;12.5;2304.0;83.0;6993166336.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
101;12.5;2304.0;83.0;6995079168.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
102;35.3;2304.0;83.0;6995259392.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
103;15.6;2304.0;83.0;7001579520.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
104;21.2;2304.0;83.0;7001595904.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
105;31.2;2304.0;83.0;7003537408.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
106;56.2;2304.0;83.0;7003521024.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
107;25.0;2304.0;83.0;7001546752.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
108;12.5;2304.0;83.0;7001419776.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:06"
109;18.8;2304.0;83.0;7001387008.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
110;6.2;2304.0;83.0;7001387008.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
111;6.7;2304.0;83.0;7001378816.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
112;5.9;2304.0;83.0;7001382912.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
113;5.9;2304.0;83.0;7001387008.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
114;6.2;2304.0;83.0;7001378816.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
115;18.2;2304.0;83.0;7004889088.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
116;6.2;2304.0;83.0;7004913664.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
117;6.2;2304.0;83.0;7004913664.0;41.0;211108454400.0;724.54;33.61;"2025-04-09 12:54:07"
118;6.2;2304.0;83.0;7004909568.0;41.0;211108454400.0;724.55;33.61;"2025-04-09 12:54:07"
119;17.6;2304.0;83.0;7004971008.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
120;3.2;2304.0;83.0;7004971008.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
121;6.2;2304.0;83.0;7004975104.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
122;6.2;2304.0;83.0;7005110272.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
123;6.2;2304.0;83.0;7005093888.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
124;9.4;2304.0;83.0;7005093888.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
125;40.0;2304.0;83.0;7005073408.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
126;5.3;2304.0;83.0;7005073408.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
127;5.6;2304.0;83.0;7005073408.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
128;6.2;2304.0;83.0;7005073408.0;41.0;211108524032.0;724.55;33.61;"2025-04-09 12:54:07"
129;31.0;2304.0;83.0;7005011968.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
130;11.1;2304.0;83.0;7004983296.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
131;20.0;2304.0;83.0;7004983296.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
132;15.0;2304.0;83.0;7004934144.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
133;35.7;2304.0;83.0;7004913664.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
134;9.5;2304.0;83.0;7004913664.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
135;18.2;2304.0;83.0;7004913664.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
136;3.7;2304.0;83.0;7004860416.0;41.0;211108524032.0;724.56;33.61;"2025-04-09 12:54:07"
137;4.3;2304.0;83.0;7004860416.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
138;15.8;2304.0;83.0;7004860416.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
139;8.3;2304.0;83.0;7004905472.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
140;5.0;2304.0;83.0;7004901376.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
141;20.0;2304.0;83.0;7004901376.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
142;9.1;2304.0;83.0;7004901376.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
143;4.2;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
144;13.3;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
145;10.0;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
146;14.3;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
147;12.5;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
148;15.0;2304.0;83.0;7004909568.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
149;7.4;2304.0;83.0;7004884992.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
150;11.8;2304.0;83.0;7004880896.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
151;5.0;2304.0;83.0;7004876800.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
152;6.9;2304.0;83.0;7004876800.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
153;12.5;2304.0;83.0;7004868608.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
154;10.5;2304.0;83.0;7004872704.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
155;7.4;2304.0;83.0;7004860416.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
156;11.1;2304.0;83.0;7004860416.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
157;20.0;2304.0;83.0;7004864512.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
158;10.0;2304.0;83.0;7004868608.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
159;26.7;2304.0;83.0;7004872704.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:07"
160;5.3;2304.0;83.0;7004880896.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:08"
161;6.2;2304.0;83.0;7004880896.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:08"
162;8.0;2304.0;83.0;7004868608.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:08"
163;4.3;2304.0;83.0;7004868608.0;41.0;211108524032.0;724.57;33.61;"2025-04-09 12:54:08"
164;10.3;2304.0;83.0;7004856320.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
165;5.0;2304.0;83.0;7004856320.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
166;6.2;2304.0;83.0;7005323264.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
167;3.8;2304.0;83.0;7005327360.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
168;13.6;2304.0;83.0;7006924800.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
169;0.0;2304.0;83.0;7008235520.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
170;6.2;2304.0;83.0;7008235520.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
171;11.5;2304.0;83.0;7008235520.0;41.0;211108528128.0;724.57;33.61;"2025-04-09 12:54:08"
172;4.5;2304.0;83.0;7008235520.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
173;6.2;2304.0;83.0;7008239616.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
174;25.0;2304.0;83.0;7008227328.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
175;8.3;2304.0;83.0;7008194560.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
176;4.8;2304.0;83.0;7008198656.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
177;33.3;2304.0;83.0;7007944704.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
178;17.6;2304.0;83.0;7007719424.0;41.0;211108605952.0;724.57;33.61;"2025-04-09 12:54:08"
179;24.0;2304.0;83.0;7009558528.0;41.0;211108597760.0;724.57;33.61;"2025-04-09 12:54:08"
180;21.1;2304.0;83.0;7013715968.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
181;9.5;2304.0;83.0;7013507072.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
182;22.6;2304.0;83.0;7005892608.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
183;35.3;2304.0;83.0;7006347264.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
184;32.1;2304.0;84.0;7020650496.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
185;6.7;2304.0;84.0;7020027904.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
186;13.6;2304.0;84.0;7020023808.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
187;6.2;2304.0;84.0;7020023808.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
188;13.0;2304.0;84.0;7020023808.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
189;4.8;2304.0;84.0;7019982848.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
190;14.3;2304.0;84.0;7019970560.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
191;4.5;2304.0;84.0;7019970560.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
192;4.8;2304.0;84.0;7019978752.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
193;6.7;2304.0;84.0;7019962368.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
194;0.0;2304.0;84.0;7019966464.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
195;6.2;2304.0;84.0;7019966464.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
196;25.9;2304.0;84.0;7019958272.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
197;5.3;2304.0;84.0;7019962368.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
198;5.3;2304.0;84.0;7019962368.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
199;37.5;2304.0;84.0;7019962368.0;41.0;211108593664.0;724.57;33.61;"2025-04-09 12:54:08"
200;19.4;2304.0;84.0;7019933696.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
201;7.1;2304.0;84.0;7019933696.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
202;11.1;2304.0;84.0;7019933696.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
203;35.3;2304.0;84.0;7019933696.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
204;9.5;2304.0;84.0;7019929600.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
205;9.1;2304.0;84.0;7019937792.0;41.0;211108593664.0;724.58;33.61;"2025-04-09 12:54:08"
206;6.2;2304.0;84.0;7019941888.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:08"
207;4.8;2304.0;84.0;7020003328.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:08"
208;12.5;2304.0;84.0;7019622400.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:08"
209;34.4;2304.0;84.0;7019659264.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:08"
210;11.8;2304.0;84.0;7019503616.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:09"
211;12.5;2304.0;84.0;7019343872.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:09"
212;26.9;2304.0;84.0;7019102208.0;41.0;211108593664.0;724.59;33.61;"2025-04-09 12:54:09"
213;17.4;2304.0;84.0;7018934272.0;41.0;211108593664.0;724.59;33.62;"2025-04-09 12:54:09"
214;12.5;2304.0;84.0;7019073536.0;41.0;211108593664.0;724.59;33.62;"2025-04-09 12:54:09"
215;15.4;2304.0;84.0;7019069440.0;41.0;211108593664.0;724.59;33.62;"2025-04-09 12:54:09"
216;10.5;2304.0;84.0;7018819584.0;41.0;211108593664.0;724.59;33.62;"2025-04-09 12:54:09"
217;5.3;2304.0;84.0;7019036672.0;41.0;211108593664.0;724.59;33.62;"2025-04-09 12:54:09"
218;18.8;2304.0;84.0;7022665728.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
219;15.4;2304.0;84.0;7022665728.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
220;5.6;2304.0;84.0;7022653440.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
221;5.0;2304.0;84.0;7022776320.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
222;12.5;2304.0;84.0;7022776320.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
223;13.0;2304.0;84.0;7022776320.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
224;5.0;2304.0;84.0;7022780416.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
225;4.8;2304.0;84.0;7022784512.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
226;6.2;2304.0;84.0;7022780416.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
227;6.2;2304.0;84.0;7022792704.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
228;33.3;2304.0;84.0;7022792704.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
229;4.2;2304.0;84.0;7022792704.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
230;6.2;2304.0;84.0;7022796800.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
231;6.2;2304.0;84.0;7022800896.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
232;8.3;2304.0;84.0;7022800896.0;41.0;211108593664.0;724.61;33.62;"2025-04-09 12:54:09"
233;4.2;2304.0;84.0;7022587904.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
234;6.2;2304.0;84.0;7022583808.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
235;6.2;2304.0;84.0;7022587904.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
236;6.2;2304.0;84.0;7026253824.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
237;15.6;2304.0;84.0;7026253824.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
238;12.5;2304.0;84.0;7026257920.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
239;6.2;2304.0;84.0;7026257920.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
240;6.2;2304.0;84.0;7026257920.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
241;8.3;2304.0;84.0;7026257920.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
242;4.2;2304.0;84.0;7026315264.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
243;17.6;2304.0;84.0;7026343936.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
244;6.2;2304.0;84.0;7026188288.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
245;7.7;2304.0;84.0;7026188288.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
246;4.5;2304.0;84.0;7026180096.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
247;6.2;2304.0;84.0;7026130944.0;41.0;211108601856.0;724.61;33.62;"2025-04-09 12:54:09"
248;6.2;2304.0;84.0;7026143232.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
249;8.3;2304.0;84.0;7026143232.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
250;4.3;2304.0;84.0;7026102272.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
251;5.9;2304.0;84.0;7026102272.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
252;6.2;2304.0;84.0;7026102272.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
253;6.2;2304.0;84.0;7026073600.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
254;9.4;2304.0;84.0;7026073600.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
255;6.2;2304.0;84.0;7028494336.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
256;6.2;2304.0;84.0;7028375552.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
257;18.8;2304.0;84.0;7028371456.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
258;17.4;2304.0;84.0;7028363264.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
259;4.0;2304.0;84.0;7028387840.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
260;6.2;2304.0;84.0;7028277248.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:09"
261;6.2;2304.0;84.0;7028277248.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
262;6.2;2304.0;84.0;7028289536.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
263;15.6;2304.0;84.0;7028297728.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
264;17.6;2304.0;84.0;7028297728.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
265;6.2;2304.0;84.0;7028273152.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
266;17.6;2304.0;84.0;7028277248.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
267;12.5;2304.0;84.0;7028011008.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
268;6.2;2304.0;84.0;7028006912.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
269;6.2;2304.0;84.0;7028002816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
270;6.2;2304.0;84.0;7028006912.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
271;46.7;2304.0;84.0;7032610816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
272;5.6;2304.0;84.0;7032610816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
273;25.0;2304.0;84.0;7032610816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
274;11.1;2304.0;84.0;7032610816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
275;14.3;2304.0;84.0;7032610816.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
276;5.0;2304.0;84.0;7032532992.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
277;18.2;2304.0;84.0;7032500224.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
278;5.0;2304.0;84.0;7032487936.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
279;5.6;2304.0;84.0;7032479744.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
280;77.3;2304.0;84.0;7034187776.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
281;62.5;2304.0;84.0;7023968256.0;41.0;211108667392.0;724.61;33.62;"2025-04-09 12:54:10"
282;6.2;2304.0;84.0;7023697920.0;41.0;211108667392.0;724.62;33.62;"2025-04-09 12:54:10"
283;36.4;2304.0;84.0;7023697920.0;41.0;211108667392.0;724.62;33.62;"2025-04-09 12:54:10"
284;26.9;2304.0;84.0;7023329280.0;41.0;211108667392.0;724.62;33.62;"2025-04-09 12:54:10"
285;16.7;2304.0;84.0;7022301184.0;41.0;211108667392.0;724.62;33.62;"2025-04-09 12:54:10"
286;47.1;2304.0;84.0;7022321664.0;41.0;211108667392.0;724.62;33.62;"2025-04-09 12:54:10"
287;16.7;2304.0;84.0;7022313472.0;41.0;211108667392.0;724.63;33.62;"2025-04-09 12:54:10"
288;23.5;2304.0;84.0;7022321664.0;41.0;211108667392.0;724.63;33.62;"2025-04-09 12:54:10"
289;23.1;2304.0;84.0;7022313472.0;41.0;211108667392.0;724.63;33.62;"2025-04-09 12:54:10"
290;4.8;2304.0;84.0;7022309376.0;41.0;211108667392.0;724.64;33.62;"2025-04-09 12:54:10"
291;10.3;2304.0;84.0;7022317568.0;41.0;211108667392.0;724.64;33.62;"2025-04-09 12:54:10"
292;7.1;2304.0;84.0;7022313472.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
293;15.0;2304.0;84.0;7022313472.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
294;5.6;2304.0;84.0;7022227456.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
295;6.2;2304.0;84.0;7022231552.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
296;18.5;2304.0;84.0;7022231552.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
297;5.0;2304.0;84.0;7022231552.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
298;5.6;2304.0;84.0;7022227456.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
299;35.3;2304.0;84.0;7022211072.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
300;12.5;2304.0;84.0;7022182400.0;41.0;211108667392.0;724.64;33.63;"2025-04-09 12:54:10"
301;7.1;2304.0;84.0;7022186496.0;41.0;211108655104.0;724.64;33.63;"2025-04-09 12:54:10"
302;10.0;2304.0;84.0;7021678592.0;41.0;211108655104.0;724.64;33.63;"2025-04-09 12:54:10"
303;29.4;2304.0;84.0;7021654016.0;41.0;211108655104.0;724.64;33.63;"2025-04-09 12:54:10"
304;12.5;2304.0;84.0;7021592576.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
305;14.3;2304.0;84.0;7021600768.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
306;17.6;2304.0;84.0;7021633536.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
307;5.0;2304.0;84.0;7021637632.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
308;0.0;2304.0;84.0;7021658112.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
309;19.0;2304.0;84.0;7021658112.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
310;5.6;2304.0;84.0;7021666304.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
311;11.5;2304.0;84.0;7021674496.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
312;18.8;2304.0;84.0;7021629440.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:10"
313;6.2;2304.0;84.0;7021633536.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:11"
314;7.7;2304.0;84.0;7021613056.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:11"
315;13.6;2304.0;84.0;7021629440.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:11"
316;6.2;2304.0;84.0;7021629440.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:11"
317;6.2;2304.0;84.0;7021633536.0;41.0;211108663296.0;724.64;33.63;"2025-04-09 12:54:11"
318;6.2;2304.0;84.0;7021633536.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
319;19.2;2304.0;84.0;7021625344.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
320;13.0;2304.0;84.0;7021625344.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
321;6.2;2304.0;84.0;7021621248.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
322;18.8;2304.0;84.0;7021629440.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
323;12.5;2304.0;84.0;7021625344.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
324;14.3;2304.0;84.0;7021641728.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
325;15.0;2304.0;84.0;7033647104.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
326;12.5;2304.0;84.0;7033647104.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
327;17.6;2304.0;84.0;7033647104.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
328;6.2;2304.0;84.0;7033651200.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
329;12.0;2304.0;84.0;7033643008.0;41.0;211108663296.0;724.64;33.64;"2025-04-09 12:54:11"
330;16.7;2304.0;84.0;7026102272.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
331;6.2;2304.0;84.0;7026098176.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
332;6.2;2304.0;84.0;7026098176.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
333;6.2;2304.0;84.0;7026016256.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
334;15.6;2304.0;84.0;7025983488.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
335;12.5;2304.0;84.0;7025696768.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
336;6.2;2304.0;84.0;7025696768.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
337;6.2;2304.0;84.0;7025696768.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
338;6.2;2304.0;84.0;7025537024.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
339;21.7;2304.0;84.0;7024209920.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
340;3.8;2304.0;84.0;7024209920.0;41.0;211108659200.0;724.64;33.64;"2025-04-09 12:54:11"
